save_name,freq_slice,time_center,dm_center,time_left,dm_left
00404.npy,1,5916.81,552.19,5625.12,608.8
00404.npy,2,-1.0,-1.0,-1.0,-1.0
00405.npy,0,6776.53,550.27,6584.62,594.41
00405.npy,1,6738.15,551.23,6515.54,588.65
00405.npy,2,6776.53,546.43,6553.92,594.41
00406.npy,0,6031.95,551.23,5832.38,648.14
00406.npy,1,6047.3,550.27,5640.47,609.76
00406.npy,2,6054.98,556.03,5747.94,655.82
00407.npy,0,-1.0,-1.0,-1.0,-1.0
00407.npy,1,-1.0,-1.0,-1.0,-1.0
00407.npy,2,-1.0,-1.0,-1.0,-1.0
00408.npy,0,3614.01,548.35,3552.6,625.11
00408.npy,1,-1.0,-1.0,-1.0,-1.0
00408.npy,2,3667.74,554.11,3537.25,621.28
00409.npy,0,4657.94,540.68,4427.66,615.52
00409.npy,1,4665.62,554.11,4373.93,594.41
00409.npy,2,4657.94,550.27,4527.45,598.25
00410.npy,0,6814.91,548.35,6576.95,603.05
00410.npy,1,-1.0,-1.0,-1.0,-1.0
00410.npy,2,6814.91,551.23,6699.77,615.52
00411.npy,0,7628.56,548.35,7452.01,632.79
00411.npy,1,-1.0,-1.0,-1.0,-1.0
00411.npy,2,7674.62,555.07,7452.01,649.1
00412.npy,0,7275.47,549.31,6930.05,623.19
00412.npy,1,7252.44,551.23,6761.17,625.11
00412.npy,2,7221.73,552.19,7006.81,609.76
00413.npy,0,1710.35,550.27,1633.59,614.56
00413.npy,1,-1.0,-1.0,-1.0,-1.0
00413.npy,2,1710.35,553.15,1671.97,617.44
00414.npy,0,7943.28,547.39,7774.41,597.29
00414.npy,1,7912.58,546.43,7643.92,585.77
00414.npy,2,7927.93,552.19,7789.76,627.03
00415.npy,0,3921.05,554.11,3667.74,611.68
00415.npy,1,3944.07,549.31,3629.36,617.44
00415.npy,2,3928.72,549.31,3782.88,619.36
00416.npy,0,7881.87,548.35,7797.44,599.21
00416.npy,1,-1.0,-1.0,-1.0,-1.0
00416.npy,2,7874.2,552.19,7751.38,621.28
00417.npy,0,244.23,550.27,13.95,597.29
00417.npy,1,244.23,550.27,83.04,584.81
00417.npy,2,236.56,553.15,98.39,588.65
00418.npy,0,2416.55,551.23,2025.07,613.6
00418.npy,1,2401.2,550.27,1886.9,619.36
00418.npy,2,2454.93,557.95,2278.38,596.33
00419.npy,0,175.15,548.35,83.04,578.1
00419.npy,1,175.15,547.39,67.69,576.18
00419.npy,2,-1.0,-1.0,-1.0,-1.0
00420.npy,0,2485.63,548.35,2332.11,606.88
00420.npy,1,-1.0,-1.0,-1.0,-1.0
00420.npy,2,2500.98,554.11,2370.49,613.6
00421.npy,0,3675.41,554.11,3460.49,693.24
00421.npy,1,3706.12,550.27,2923.16,682.68
00421.npy,2,3706.12,553.15,3376.05,716.27
00422.npy,0,4596.54,552.19,4258.79,600.17
00422.npy,1,4642.59,549.31,4243.44,609.76
00422.npy,2,-1.0,-1.0,-1.0,-1.0
00423.npy,0,3445.13,552.19,3153.44,602.09
00423.npy,1,3452.81,552.19,3061.33,609.76
00423.npy,2,-1.0,-1.0,-1.0,-1.0
00424.npy,0,1503.1,551.23,1349.58,614.56
00424.npy,1,-1.0,-1.0,-1.0,-1.0
00424.npy,2,1495.42,548.35,1372.61,621.28
00425.npy,0,3736.82,548.35,3460.49,581.94
00425.npy,0,5540.69,551.23,5417.87,604.0
00425.npy,1,3767.53,549.31,3383.73,578.1
00425.npy,2,5579.07,550.27,5502.31,611.68
00426.npy,0,344.02,558.91,190.5,586.73
00426.npy,0,881.34,557.95,581.98,607.84
00426.npy,1,451.49,550.27,205.85,583.86
00426.npy,1,896.7,556.03,436.13,628.95
00426.npy,2,881.34,552.19,727.82,602.09
00427.npy,0,2608.45,547.39,2309.08,623.19
00427.npy,1,2593.1,548.35,2293.73,604.96
00427.npy,2,2539.36,552.19,2332.11,675.97
00428.npy,0,5156.89,551.23,4995.69,580.98
00428.npy,1,5179.91,551.23,4934.28,586.73
00428.npy,2,-1.0,-1.0,-1.0,-1.0
00429.npy,0,4826.82,547.39,4627.24,592.49
00429.npy,1,4826.82,550.27,4565.83,592.49
00429.npy,2,-1.0,-1.0,-1.0,-1.0
00430.npy,0,2408.87,550.27,2186.27,580.98
00430.npy,1,2431.9,547.39,2163.24,588.65
00430.npy,2,-1.0,-1.0,-1.0,-1.0
00431.npy,0,6131.74,548.35,5886.11,575.22
00431.npy,1,6108.71,552.19,5870.76,581.94
00431.npy,2,-1.0,-1.0,-1.0,-1.0
00432.npy,0,-1.0,-1.0,-1.0,-1.0
00432.npy,1,6684.41,550.27,6392.72,588.65
00432.npy,2,-1.0,-1.0,-1.0,-1.0
00433.npy,0,7567.16,549.31,7444.34,606.88
00433.npy,1,-1.0,-1.0,-1.0,-1.0
00433.npy,2,7559.48,555.07,7405.96,626.07
00434.npy,0,7666.94,548.35,7398.28,584.81
00434.npy,1,7643.92,546.43,7329.2,595.37
00434.npy,2,-1.0,-1.0,-1.0,-1.0
00435.npy,0,4320.2,550.27,4120.62,621.28
00435.npy,1,4289.5,550.27,4020.83,602.09
00435.npy,2,4281.82,550.27,4097.6,620.32
00436.npy,0,7068.21,547.39,6822.58,627.03
00436.npy,1,-1.0,-1.0,-1.0,-1.0
00436.npy,2,7037.51,552.19,6837.93,634.71
00437.npy,0,313.32,548.35,113.74,586.73
00437.npy,1,282.61,549.31,83.04,583.86
00437.npy,2,-1.0,-1.0,-1.0,-1.0
00438.npy,0,5932.16,548.35,5648.15,584.81
00438.npy,1,5970.54,549.31,5701.88,583.86
00438.npy,2,-1.0,-1.0,-1.0,-1.0
00439.npy,0,-1.0,-1.0,-1.0,-1.0
00439.npy,1,-1.0,-1.0,-1.0,-1.0
00439.npy,2,-1.0,-1.0,-1.0,-1.0
00440.npy,0,643.39,548.35,382.4,581.94
00440.npy,0,8081.45,547.39,7897.22,580.98
00440.npy,1,605.01,553.15,405.43,579.06
00440.npy,1,8081.45,548.35,7713.0,598.25
00440.npy,2,-1.0,-1.0,-1.0,-1.0
00441.npy,0,2462.6,549.31,2339.79,606.88
00441.npy,1,-1.0,-1.0,-1.0,-1.0
00441.npy,2,2454.93,550.27,2324.43,609.76
00442.npy,0,819.94,554.11,712.47,596.33
00442.npy,1,-1.0,-1.0,-1.0,-1.0
00442.npy,2,858.32,552.19,735.5,611.68
00443.npy,0,-1.0,-1.0,-1.0,-1.0
00443.npy,1,-1.0,-1.0,-1.0,-1.0
00443.npy,2,-1.0,-1.0,-1.0,-1.0
00444.npy,0,6983.78,548.35,6814.91,599.21
00444.npy,1,-1.0,-1.0,-1.0,-1.0
00444.npy,2,7006.81,549.31,6853.29,601.13
00445.npy,0,1395.64,548.35,1334.23,599.21
00445.npy,1,-1.0,-1.0,-1.0,-1.0
00445.npy,2,1395.64,552.19,1295.85,606.88
00446.npy,0,3798.23,550.27,3460.49,598.25
00446.npy,1,3828.93,549.31,3314.64,615.52
00446.npy,2,-1.0,-1.0,-1.0,-1.0
00447.npy,0,3214.85,552.19,2877.11,617.44
00447.npy,1,3214.85,554.11,2969.22,598.25
00447.npy,2,3237.88,554.11,3015.28,620.32
00448.npy,0,5087.8,546.43,4842.17,620.32
00448.npy,1,5041.75,551.23,4780.76,588.65
00448.npy,2,5057.1,553.15,4903.58,661.57
00449.npy,0,2984.57,550.27,2738.94,585.77
00449.npy,1,2984.57,552.19,2715.91,593.45
00449.npy,2,-1.0,-1.0,-1.0,-1.0
00450.npy,0,1817.82,554.11,1648.95,620.32
00450.npy,1,-1.0,-1.0,-1.0,-1.0
00450.npy,2,1817.82,554.11,1695.0,623.19
00451.npy,0,2301.41,548.35,2071.13,588.65
00451.npy,1,2293.73,550.27,2032.75,593.45
00451.npy,2,-1.0,-1.0,-1.0,-1.0
00452.npy,0,167.47,553.15,83.04,603.05
00452.npy,1,-1.0,-1.0,-1.0,-1.0
00452.npy,2,167.47,548.35,129.09,598.25
00453.npy,0,3076.68,548.35,2846.4,601.13
00453.npy,1,3076.68,552.19,2800.35,596.33
00453.npy,2,3045.98,550.27,2861.76,605.92
00454.npy,0,3667.74,550.27,3460.49,602.09
00454.npy,1,-1.0,-1.0,-1.0,-1.0
00454.npy,2,-1.0,-1.0,-1.0,-1.0
00455.npy,0,106.07,554.11,36.98,572.34
00455.npy,1,136.77,549.31,13.95,572.34
00455.npy,2,-1.0,-1.0,-1.0,-1.0
00456.npy,0,3644.71,548.35,3491.19,586.73
00456.npy,1,3690.77,546.43,3468.16,581.94
00456.npy,2,3614.01,551.23,3460.49,595.37
00457.npy,0,1917.61,544.52,1610.57,583.86
00457.npy,1,1879.23,550.27,1526.13,588.65
00457.npy,2,-1.0,-1.0,-1.0,-1.0
00458.npy,0,781.56,555.07,474.51,623.19
00458.npy,1,835.29,553.15,420.78,615.52
00458.npy,2,819.94,555.07,528.25,621.28
00459.npy,0,-1.0,-1.0,-1.0,-1.0
00459.npy,1,-1.0,-1.0,-1.0,-1.0
00459.npy,2,-1.0,-1.0,-1.0,-1.0
00460.npy,0,2800.35,547.39,2439.58,630.87
00460.npy,1,2785.0,550.27,2401.2,624.15
00460.npy,2,2769.64,553.15,2554.72,611.68
00461.npy,0,274.94,547.39,205.85,595.37
00461.npy,1,297.97,548.35,159.8,573.3
00461.npy,2,251.91,551.23,182.83,610.72
00462.npy,0,397.75,549.31,350.11,611.68
00462.npy,1,-1.0,-1.0,-1.0,-1.0
00462.npy,2,428.46,550.27,388.46,622.24
00463.npy,0,8081.45,546.43,7912.58,571.38
00463.npy,1,8096.8,551.23,7927.93,583.86
00463.npy,2,-1.0,-1.0,-1.0,-1.0
00464.npy,0,2969.22,551.23,2792.67,579.06
00464.npy,0,3214.85,548.35,2938.52,596.33
00464.npy,1,2938.52,553.15,2785.0,581.94
00464.npy,1,3207.18,547.39,2946.19,595.37
00464.npy,2,-1.0,-1.0,-1.0,-1.0
00465.npy,0,3414.43,546.43,3168.8,588.65
00465.npy,1,3399.08,542.6,3184.15,581.94
00465.npy,2,3399.08,546.43,3276.26,580.02
00466.npy,0,6761.17,550.27,6615.33,614.56
00466.npy,1,-1.0,-1.0,-1.0,-1.0
00466.npy,2,6745.82,554.11,6638.36,622.24
00467.npy,0,8043.07,551.23,7789.76,580.98
00467.npy,1,8066.1,549.31,7643.92,590.57
00467.npy,2,-1.0,-1.0,-1.0,-1.0
00468.npy,0,574.3,554.11,428.46,575.22
00468.npy,0,796.91,551.23,420.78,601.13
00468.npy,1,605.01,548.35,374.73,579.06
00468.npy,1,804.58,551.23,466.84,600.17
00468.npy,2,574.3,546.43,420.78,610.72
00469.npy,0,1587.54,549.31,1288.17,625.11
00469.npy,1,1602.89,552.19,1257.47,626.07
00469.npy,2,1618.24,552.19,1303.52,613.6
00470.npy,0,-1.0,-1.0,-1.0,-1.0
00470.npy,1,-1.0,-1.0,-1.0,-1.0
00470.npy,2,8119.83,552.19,8096.8,582.9
00471.npy,0,589.65,550.27,512.89,580.98
00471.npy,1,-1.0,-1.0,-1.0,-1.0
00471.npy,2,566.63,548.35,512.89,592.49
00472.npy,0,7851.17,546.43,7551.8,599.21
00472.npy,1,7858.84,548.35,7559.48,587.69
00472.npy,2,7805.11,554.11,7620.89,602.09
00473.npy,0,4327.88,548.35,3460.49,657.74
00473.npy,1,4343.23,550.27,3383.73,673.09
00473.npy,2,4343.23,550.27,3951.75,657.74
00474.npy,0,3468.16,549.31,3291.61,583.86
00474.npy,1,3445.13,548.35,3230.2,580.98
00474.npy,2,-1.0,-1.0,-1.0,-1.0
00475.npy,0,3982.45,552.19,3752.17,594.41
00475.npy,1,3982.45,552.19,3667.74,602.09
00475.npy,2,-1.0,-1.0,-1.0,-1.0
00476.npy,0,4489.07,548.35,4320.2,646.22
00476.npy,1,-1.0,-1.0,-1.0,-1.0
00476.npy,2,4504.42,548.35,4289.5,658.7
00477.npy,0,3798.23,552.19,3698.44,591.53
00477.npy,1,-1.0,-1.0,-1.0,-1.0
00477.npy,2,3790.55,550.27,3736.82,594.41
00478.npy,0,1994.37,552.19,1664.3,605.92
00478.npy,1,1979.01,552.19,1495.42,617.44
00478.npy,2,-1.0,-1.0,-1.0,-1.0
00479.npy,0,5886.11,548.35,5701.88,631.83
00479.npy,1,-1.0,-1.0,-1.0,-1.0
00479.npy,2,5924.49,550.27,5747.94,640.47
00480.npy,0,4780.76,547.39,4688.65,588.65
00480.npy,1,-1.0,-1.0,-1.0,-1.0
00480.npy,2,4765.41,552.19,4634.92,600.17
00481.npy,0,420.78,548.35,152.12,602.09
00481.npy,1,397.75,550.27,144.45,604.0
00481.npy,2,367.05,554.11,190.5,604.0
00482.npy,0,6684.41,550.27,6377.37,604.96
00482.npy,1,6699.77,554.11,6423.43,596.33
00482.npy,2,6738.15,547.39,6507.86,606.88
00483.npy,0,8066.1,553.15,7927.93,583.86
00483.npy,1,8112.15,551.23,7889.55,593.45
00483.npy,2,8112.15,550.27,8012.36,583.86
00484.npy,0,6193.15,552.19,6062.66,590.57
00484.npy,1,6154.77,550.27,6008.92,580.98
00484.npy,2,6200.82,549.31,6085.68,600.17
00485.npy,0,7674.62,545.47,7398.28,598.25
00485.npy,1,7666.94,542.6,7283.14,613.6
00485.npy,2,-1.0,-1.0,-1.0,-1.0
00486.npy,0,-1.0,-1.0,-1.0,-1.0
00486.npy,1,-1.0,-1.0,-1.0,-1.0
00486.npy,2,-1.0,-1.0,-1.0,-1.0
00487.npy,0,1549.16,549.31,1126.98,594.41
00487.npy,1,1541.48,553.15,1103.95,601.13
00487.npy,2,-1.0,-1.0,-1.0,-1.0
00488.npy,0,1311.2,547.39,1065.57,639.51
00488.npy,1,1311.2,546.43,958.1,612.64
00488.npy,2,1311.2,553.15,1004.16,682.68
00489.npy,0,4627.24,550.27,4304.85,602.09
00489.npy,1,4657.94,545.47,4304.85,596.33
00489.npy,2,-1.0,-1.0,-1.0,-1.0
00490.npy,0,3153.44,554.11,2708.24,665.41
00490.npy,1,3138.09,550.27,2508.66,647.18
00490.npy,2,3168.8,546.43,2854.08,678.85
00491.npy,0,4619.56,545.47,4228.09,588.65
00491.npy,1,-1.0,-1.0,-1.0,-1.0
00491.npy,2,-1.0,-1.0,-1.0,-1.0
00492.npy,0,3675.41,554.11,3644.71,646.22
00492.npy,1,-1.0,-1.0,-1.0,-1.0
00492.npy,2,3721.47,550.27,3560.27,648.14
00493.npy,0,6699.77,550.27,6561.6,592.49
00493.npy,1,-1.0,-1.0,-1.0,-1.0
00493.npy,2,6715.12,550.27,6615.33,614.56
00494.npy,0,-1.0,-1.0,-1.0,-1.0
00494.npy,1,-1.0,-1.0,-1.0,-1.0
00494.npy,2,-1.0,-1.0,-1.0,-1.0
00495.npy,0,2969.22,558.91,2754.29,665.41
00495.npy,1,3007.6,556.03,2769.64,590.57
00495.npy,2,3015.28,552.19,2815.7,644.3
00496.npy,0,6623.0,549.31,6507.86,596.33
00496.npy,1,-1.0,-1.0,-1.0,-1.0
00496.npy,2,6646.03,552.19,6538.57,596.33
00497.npy,0,1219.09,550.27,812.26,631.83
00497.npy,1,1242.12,548.35,827.61,630.87
00497.npy,2,1257.47,548.35,889.02,644.3
00498.npy,0,4151.33,550.27,3836.61,600.17
00498.npy,1,4151.33,549.31,3782.88,607.84
00498.npy,2,4182.03,547.39,3997.81,592.49
00499.npy,0,3184.15,545.47,3061.33,592.49
00499.npy,1,-1.0,-1.0,-1.0,-1.0
00499.npy,2,3191.82,554.11,3061.33,604.96
00500.npy,0,7198.71,545.47,7037.51,594.41
00500.npy,1,-1.0,-1.0,-1.0,-1.0
00500.npy,2,7221.73,548.35,7068.21,607.84
00501.npy,0,4750.06,551.23,4419.99,582.9
00501.npy,1,4796.11,546.43,4573.51,574.26
00501.npy,2,-1.0,-1.0,-1.0,-1.0
00502.npy,0,7068.21,549.31,6891.67,606.88
00502.npy,1,-1.0,-1.0,-1.0,-1.0
00502.npy,2,7045.19,550.27,6960.75,608.8
00503.npy,0,4312.52,550.27,3913.37,592.49
00503.npy,1,4281.82,554.11,3913.37,594.41
00503.npy,2,-1.0,-1.0,-1.0,-1.0
00504.npy,0,7713.0,551.23,7590.18,578.1
00504.npy,1,-1.0,-1.0,-1.0,-1.0
00504.npy,2,7728.35,552.19,7636.24,598.25
00505.npy,0,3299.29,548.35,3260.91,615.52
00505.npy,1,-1.0,-1.0,-1.0,-1.0
00505.npy,2,3329.99,552.19,3222.53,620.32
00506.npy,0,3345.35,551.23,3237.88,597.29
00506.npy,1,-1.0,-1.0,-1.0,-1.0
00506.npy,2,3353.02,552.19,3237.88,606.88
00507.npy,0,6454.13,548.35,6177.8,582.9
00507.npy,1,6408.08,550.27,6147.09,575.22
00507.npy,2,-1.0,-1.0,-1.0,-1.0
00508.npy,0,2662.18,552.19,2324.43,607.84
00508.npy,1,2662.18,554.11,2293.73,604.96
00508.npy,2,-1.0,-1.0,-1.0,-1.0
00509.npy,0,1705.53,220.06,1441.39,433.14
00509.npy,1,1829.04,219.71,1340.06,301.4
00509.npy,2,1706.37,220.25,1418.56,429.17
00510.npy,0,3368.41,219.88,2668.9,393.69
00510.npy,1,3368.38,219.6,2498.59,370.47
00510.npy,2,3366.37,220.29,2935.71,400.38
00511.npy,0,3434.49,220.26,3097.31,373.38
00511.npy,1,3482.77,219.33,2906.14,326.18
00511.npy,2,3434.24,220.36,3077.15,388.62
00512.npy,0,7400.77,220.53,6874.04,300.59
00512.npy,1,7399.96,220.67,6813.43,304.86
00512.npy,2,7413.63,214.45,7229.41,267.22
00513.npy,0,2010.49,220.59,1787.01,422.85
00513.npy,0,99.93,227.06,1.05,259.7
00513.npy,1,107.78,219.74,44.48,240.82
00513.npy,2,2013.09,220.25,1751.49,432.43
00514.npy,0,490.85,220.59,212.68,398.59
00514.npy,1,491.42,219.73,11.51,303.78
00514.npy,2,489.14,220.81,220.09,406.52
00515.npy,0,6805.12,221.06,6364.33,392.5
00515.npy,1,6816.62,220.57,6111.0,346.69
00515.npy,2,6763.46,227.32,6330.95,420.67
00516.npy,0,3437.46,220.2,3015.28,256.66
00516.npy,1,3460.49,218.28,3145.77,248.99
00516.npy,2,-1.0,-1.0,-1.0,-1.0
00517.npy,0,3816.74,220.65,2857.93,365.32
00517.npy,1,3819.03,220.67,2808.42,369.5
00517.npy,2,3808.02,220.66,3470.47,322.6
00518.npy,0,5701.88,223.08,5302.73,253.79
00518.npy,1,5686.53,217.33,5272.03,257.62
00518.npy,2,-1.0,-1.0,-1.0,-1.0
00519.npy,0,443.81,222.12,282.61,247.07
00519.npy,0,651.06,217.33,512.89,263.38
00519.npy,0,1111.62,218.28,796.91,260.5
00519.npy,1,411.84,219.92,98.87,267.28
00519.npy,1,1064.77,219.66,539.25,294.39
00519.npy,2,420.78,222.12,297.97,252.83
00519.npy,2,651.06,220.2,482.19,317.11
00520.npy,0,806.69,220.4,361.12,374.48
00520.npy,1,813.21,219.92,218.78,338.36
00520.npy,2,811.84,220.54,420.51,394.66
00521.npy,0,7833.91,219.87,7516.79,357.16
00521.npy,1,7844.17,219.55,7488.56,323.91
00521.npy,2,7826.58,220.16,7524.82,368.99
00522.npy,0,7531.96,220.43,7009.82,297.69
00522.npy,1,7578.76,220.1,7046.18,296.79
00522.npy,2,7580.86,212.0,7306.87,293.5
00522.npy,2,94.79,99.5,1.05,150.95
00523.npy,0,1956.75,227.83,1023.7,318.91
00523.npy,1,2016.61,220.97,979.28,327.93
00523.npy,2,-1.0,-1.0,-1.0,-1.0
00524.npy,0,98.07,219.1,24.3,253.98
00524.npy,1,104.52,218.81,31.17,253.36
00524.npy,2,88.88,219.36,26.07,253.24
00525.npy,0,1449.07,220.29,847.61,393.39
00525.npy,1,1451.18,220.38,668.68,371.62
00525.npy,2,1451.63,219.78,950.29,408.98
00526.npy,0,4198.88,227.97,2974.06,429.67
00526.npy,0,5153.47,220.6,4747.83,277.48
00526.npy,1,4196.61,227.82,2909.92,428.45
00526.npy,1,5152.41,220.45,4720.2,277.46
00526.npy,2,4204.6,220.43,3476.98,424.17
00527.npy,0,2975.12,227.17,2633.91,265.16
00527.npy,1,2976.75,220.67,2621.0,258.03
00527.npy,2,-1.0,-1.0,-1.0,-1.0
00528.npy,0,7720.18,219.81,7238.56,349.44
00528.npy,1,7719.85,219.47,7236.54,342.7
00528.npy,2,7722.34,220.41,7326.96,360.84
00529.npy,0,550.31,220.52,1.05,296.2
00529.npy,0,2083.83,219.95,1742.85,261.61
00529.npy,1,549.38,220.57,1.05,297.34
00529.npy,1,2081.54,220.09,1714.45,261.51
00529.npy,2,-1.0,-1.0,-1.0,-1.0
00530.npy,0,-1.0,-1.0,-1.0,-1.0
00530.npy,1,-1.0,-1.0,-1.0,-1.0
00530.npy,2,3022.95,216.37,2892.46,270.1
00531.npy,0,7828.48,220.57,7628.98,320.83
00531.npy,1,7797.44,218.28,7467.37,282.57
00531.npy,2,7789.07,220.55,7582.48,337.41
00532.npy,0,7078.36,220.88,6272.09,313.51
00532.npy,1,7079.89,220.83,6284.34,312.75
00532.npy,2,-1.0,-1.0,-1.0,-1.0
00533.npy,0,3940.54,219.95,2759.66,377.06
00533.npy,1,3941.5,219.94,2762.14,375.84
00533.npy,2,3982.45,218.28,3775.2,277.77
00534.npy,0,4707.68,221.11,3502.0,350.12
00534.npy,1,4705.18,220.99,3465.44,354.03
00534.npy,2,-1.0,-1.0,-1.0,-1.0
00535.npy,0,1961.32,220.2,1742.78,367.23
00535.npy,1,1994.37,216.37,1710.35,265.3
00535.npy,2,1960.25,220.3,1718.5,375.59
00536.npy,0,795.59,219.68,623.11,310.34
00536.npy,1,-1.0,-1.0,-1.0,-1.0
00536.npy,2,794.85,219.85,587.76,330.76
00537.npy,0,8035.48,227.78,7869.64,307.68
00537.npy,1,8031.53,228.16,7862.54,308.41
00537.npy,2,8041.95,243.89,7890.69,318.63
00538.npy,0,3994.78,220.79,2932.43,374.11
00538.npy,0,153.11,196.06,1.05,250.65
00538.npy,1,3993.94,220.57,2911.63,376.1
00538.npy,1,152.24,196.13,1.05,251.28
00538.npy,2,4005.0,212.25,3485.92,344.62
00539.npy,0,5344.76,218.92,4849.0,265.96
00539.npy,1,5345.36,219.06,4837.21,272.04
00539.npy,2,-1.0,-1.0,-1.0,-1.0
00540.npy,0,2017.46,227.33,1892.96,324.87
00540.npy,1,-1.0,-1.0,-1.0,-1.0
00540.npy,2,2032.75,224.04,1725.71,359.33
00541.npy,0,4322.15,219.99,3728.35,381.92
00541.npy,1,4326.85,219.45,3481.68,365.2
00541.npy,2,4323.55,220.37,3893.04,385.82
00542.npy,0,424.32,220.03,65.04,293.42
00542.npy,1,426.02,219.5,65.72,287.09
00542.npy,2,489.87,220.2,182.83,313.28
00543.npy,0,2209.29,219.24,1587.54,414.02
00543.npy,1,2212.49,220.51,1458.99,353.27
00543.npy,2,2204.69,220.73,1886.74,466.65
00544.npy,0,-1.0,-1.0,-1.0,-1.0
00544.npy,1,-1.0,-1.0,-1.0,-1.0
00544.npy,2,-1.0,-1.0,-1.0,-1.0
00545.npy,0,5993.57,220.86,5102.87,367.55
00545.npy,1,5994.52,220.84,5056.31,372.24
00545.npy,2,5992.12,220.35,5421.63,365.51
00546.npy,0,1312.19,220.62,1036.76,396.77
00546.npy,1,1357.26,220.2,1096.27,267.22
00546.npy,2,1318.35,220.49,996.84,416.91
00547.npy,0,3921.05,224.04,3552.6,333.42
00547.npy,0,4243.44,229.8,4013.16,277.77
00547.npy,1,4258.46,227.43,3656.08,333.72
00547.npy,1,3938.64,220.49,3553.05,276.38
00547.npy,2,3870.95,220.23,3654.73,342.14
00547.npy,2,4261.54,220.53,4044.48,318.02
00548.npy,0,3299.06,220.51,3166.13,283.63
00548.npy,1,3368.37,218.28,3153.44,258.58
00548.npy,2,3354.56,220.64,3181.66,307.96
00549.npy,0,155.86,219.87,45.36,296.74
00549.npy,1,157.15,219.93,45.29,259.81
00549.npy,2,153.87,219.86,41.95,305.08
00550.npy,0,3354.61,227.45,3079.56,426.48
00550.npy,1,3368.27,220.01,2853.06,316.27
00550.npy,2,3353.83,227.56,3056.57,429.95
00551.npy,0,801.0,219.56,663.15,288.75
00551.npy,1,-1.0,-1.0,-1.0,-1.0
00551.npy,2,792.99,219.89,651.86,313.76
00552.npy,0,1448.91,220.7,1322.3,329.25
00552.npy,0,2783.12,219.66,2279.04,265.72
00552.npy,1,2790.74,219.71,2180.05,277.71
00552.npy,2,1451.93,219.79,1344.03,359.61
00553.npy,0,5617.45,221.16,5479.28,266.26
00553.npy,1,-1.0,-1.0,-1.0,-1.0
00553.npy,2,5609.77,216.37,5471.6,273.94
00554.npy,0,7337.85,228.25,6681.73,434.18
00554.npy,1,7327.08,221.03,6540.3,370.95
00554.npy,2,7391.1,228.01,6986.97,435.99
00555.npy,0,2660.61,220.7,2114.16,331.01
00555.npy,1,2660.41,220.49,2015.66,328.14
00555.npy,2,2653.84,220.61,2246.8,331.91
00556.npy,0,6446.94,221.26,5635.15,380.55
00556.npy,1,6444.99,221.53,5486.13,377.92
00556.npy,2,6448.89,220.44,5926.49,384.99
00557.npy,0,6116.17,219.94,5994.77,346.78
00557.npy,1,-1.0,-1.0,-1.0,-1.0
00557.npy,2,6115.88,212.36,5943.56,390.43
00558.npy,0,3740.3,220.26,2490.13,375.81
00558.npy,1,3738.53,220.44,2491.48,377.77
00558.npy,2,-1.0,-1.0,-1.0,-1.0
00559.npy,0,5159.92,220.17,4278.85,385.21
00559.npy,1,5161.0,220.14,4221.19,381.33
00559.npy,2,5156.82,220.06,4550.73,397.52
00560.npy,0,7271.75,219.27,6580.91,380.79
00560.npy,1,7273.94,219.94,6492.03,355.18
00560.npy,2,7269.67,219.86,6836.31,388.45
00561.npy,0,7648.03,219.52,7335.06,367.82
00561.npy,0,170.1,218.64,51.34,252.05
00561.npy,1,205.85,216.37,29.31,247.07
00561.npy,1,7674.62,222.12,7306.17,301.76
00561.npy,2,7650.86,220.44,7322.56,419.77
00562.npy,0,284.39,213.21,147.44,274.29
00562.npy,0,543.62,219.84,346.02,305.97
00562.npy,1,290.29,216.37,60.01,262.42
00562.npy,1,589.65,219.24,297.97,275.85
00562.npy,2,284.82,218.24,169.17,279.18
00562.npy,2,544.15,220.19,373.43,311.46
00563.npy,0,3614.83,220.69,3049.09,369.9
00563.npy,1,3614.96,220.63,2883.83,356.75
00563.npy,2,3617.49,220.37,3170.19,376.46
00564.npy,0,2840.97,220.47,2416.99,420.36
00564.npy,0,3493.97,220.42,3182.59,276.41
00564.npy,1,2761.97,216.37,2385.84,308.48
00564.npy,1,3069.01,214.45,2877.11,245.15
00564.npy,1,3575.63,218.28,3099.71,292.17
00564.npy,2,2854.08,220.2,2539.36,429.38
00564.npy,2,3552.6,216.37,3337.67,262.42
00565.npy,0,1448.12,221.19,367.44,351.6
00565.npy,1,1448.58,221.1,433.5,344.39
00565.npy,2,-1.0,-1.0,-1.0,-1.0
00566.npy,0,340.53,220.18,88.98,338.42
00566.npy,1,348.12,220.21,40.5,284.29
00566.npy,2,339.24,220.1,77.59,354.0
00567.npy,0,5726.54,220.48,5369.89,382.01
00567.npy,1,5735.34,220.9,5199.3,322.11
00567.npy,2,5729.07,220.43,5340.54,392.8
00568.npy,0,2089.36,213.34,1636.11,280.24
00568.npy,1,2090.43,213.3,1583.86,289.28
00568.npy,2,2071.92,227.97,1883.25,289.84
00569.npy,0,2791.48,213.31,2218.73,269.87
00569.npy,1,2779.51,218.86,2169.98,279.13
00569.npy,2,3992.42,803.63,3834.83,881.8
00570.npy,0,468.47,212.62,331.03,383.25
00570.npy,1,-1.0,-1.0,-1.0,-1.0
00570.npy,2,472.59,220.07,305.25,424.57
00571.npy,0,5354.43,221.39,4714.92,327.09
